,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2
HIST1H3H,0.9786,0.021399999999999975,3.822731599756288,3.4463935e-06,9.325823e-07,1e-07,0.5,1.857276,1.8537741,0.6792392,-0.44911766,4.440119,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
EVPL,0.9328,0.06720000000000004,2.6305174299780223,6.7020443e-07,2.3303294e-06,1e-07,0.5,-1.8551162,-1.8570843,0.95585686,-5.600006,1.9878674,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
IQCH,0.9278,0.07220000000000004,2.5533760186929015,6.7311214e-07,2.6121218e-06,1e-07,0.5,-1.8548498,-1.9907093,1.1281214,-5.015091,2.5287113,0.0,0.011765333,0.0,0.06666666666666667,0.0,0.088609345,True,Left vs Right,Left,Right
EGFL8,0.9614,0.03859999999999997,3.2151380303232497,1.09516e-05,3.9830584e-06,1e-07,0.5,1.8546832,1.9651146,1.1989582,-3.122138,5.5111465,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
ZNF880,0.9822,0.017800000000000038,4.010595944690734,3.387943e-05,9.521616e-06,1e-07,0.5,1.8545535,1.9103918,0.5598473,-0.7004423,3.6741686,0.20194341,0.011765333,0.125,0.06666666666666667,2.7598886,0.088609345,True,Left vs Right,Left,Right
GRIP2,0.9548000000000001,0.04519999999999991,3.0504045968609756,3.198835e-06,9.0952926e-07,1e-07,0.5,1.8508068,1.8810787,0.744291,-0.85095024,4.21509,0.0,0.025455847,0.0,0.06666666666666667,0.0,0.21118672,True,Left vs Right,Left,Right
TMEM92,0.9342,0.06579999999999997,2.6530705684654103,1.907467e-06,6.828434e-06,1e-07,0.5,-1.8477232,-1.8600473,0.93922764,-6.1093016,1.7432117,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
LRRN4CL,0.9632,0.036800000000000055,3.264762968022636,0.00013018744,3.7560472e-05,1e-07,0.5,1.8472219,1.7537785,0.8839325,-0.7909279,6.378192,0.3473351,0.33681953,0.25,0.7333333333333333,3.3692446,2.5197842,True,Left vs Right,Left,Right
VSIG1,0.9526,0.0474,3.0005726591928727,8.665909e-07,2.949827e-06,1e-07,0.5,-1.8453351,-1.8080072,0.8391038,-4.718956,1.2509079,0.0,0.027997812,0.0,0.06666666666666667,0.0,0.19719702,True,Left vs Right,Left,Right
GPA33,0.9376,0.06240000000000001,2.7097579938564973,1.1892137e-06,4.179112e-06,1e-07,0.5,-1.8451527,-1.8849907,0.9409751,-5.1558533,3.0489426,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
B3GALT5,0.9418,0.05820000000000003,2.7839074218687356,8.514986e-07,2.975731e-06,1e-07,0.5,-1.844207,-1.8630953,0.8320035,-4.635622,1.0702076,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
PGAP1,0.9638,0.03620000000000001,3.2818244195070476,5.895717e-06,2.177578e-05,1e-07,0.5,-1.8441327,-1.8773336,0.7158036,-3.915,0.43408203,0.0,0.033972654,0.0,0.2,0.0,0.23668496,True,Left vs Right,Left,Right
TM4SF1-AS1,0.9578,0.042200000000000015,3.122218540340339,3.15763e-07,1.1894438e-06,1e-07,0.5,-1.8419646,-1.9244947,1.0461996,-4.974308,2.9204216,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
NDOR1,0.9908,0.009199999999999986,4.679308136697134,1.5850807e-06,5.69501e-06,1e-07,0.5,-1.8411554,-1.844099,0.553294,-3.9408436,0.16875648,0.0,0.040295538,0.0,0.13333333333333333,0.0,0.2856139,True,Left vs Right,Left,Right
ZNF28,0.9630000000000001,0.03699999999999992,3.2591352392678856,4.088139e-06,1.4849637e-05,1e-07,0.5,-1.8406168,-1.8819475,0.6625184,-3.8475847,1.2912521,0.0,0.022949092,0.0,0.13333333333333333,0.0,0.16370067,True,Left vs Right,Left,Right
WWC1,0.9212,0.07879999999999998,2.4587640550345577,1.515983e-06,5.4063707e-06,1e-07,0.5,-1.839927,-1.8391266,1.0054988,-5.429907,2.2916298,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
OLFML3,0.984,0.016000000000000014,4.119036559975268,0.00031575185,8.923927e-05,1e-07,0.5,1.8394558,1.799448,0.6640992,-0.062335968,4.561756,0.80987936,0.30317292,0.5,0.7333333333333333,9.253854,2.366434,True,Left vs Right,Left,Right
CD200,0.9484,0.05159999999999998,2.911254498449377,8.674285e-06,3.2569937e-05,1e-07,0.5,-1.8393022,-1.8885031,0.90453047,-4.757367,1.7652836,0.0,0.07486592,0.0,0.3333333333333333,0.0,0.5222076,True,Left vs Right,Left,Right
SLC26A2,0.9604,0.03959999999999997,3.1885205039737716,1.8255612e-05,6.724233e-05,1e-07,0.5,-1.8381221,-1.8836536,0.67613286,-4.0292883,1.1410131,0.0,0.08505599,0.0,0.3333333333333333,0.0,0.6436945,True,Left vs Right,Left,Right
IL34,0.9704,0.02959999999999996,3.4899336687670752,4.361303e-05,1.1881695e-05,1e-07,0.5,1.8348359,1.7886777,0.7956722,-0.4957304,4.904789,0.0,0.044546973,0.0,0.13333333333333333,0.0,0.314907,True,Left vs Right,Left,Right
TNFSF13,0.9422,0.05779999999999996,2.791228628190702,8.590009e-07,2.3281758e-07,1e-07,0.5,1.8307322,1.8280735,0.754468,-0.66184044,4.539526,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
SLC36A1,0.9561999999999999,0.04380000000000006,3.0833330609571883,5.5792393e-06,2.0136105e-05,1e-07,0.5,-1.8301992,-1.9047403,0.78632677,-3.9769487,1.5490494,0.0,0.034443527,0.0,0.13333333333333333,0.0,0.2595488,True,Left vs Right,Left,Right
RAB24,0.9978,0.0021999999999999797,6.11709095964051,1.4136121e-05,4.02592e-06,1e-07,0.5,1.8298581,1.8432517,0.39890423,-0.1848278,3.3893251,0.14021379,0.0,0.125,0.0,1.4053824,0.0,True,Left vs Right,Left,Right
RAB42,0.9618,0.03820000000000001,3.225970761848134,9.903467e-07,3.723391e-06,1e-07,0.5,-1.828784,-1.9347277,0.951857,-4.40271,2.3426304,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
LARP6,0.9736,0.02639999999999998,3.607636163004399,8.320464e-05,2.2655246e-05,1e-07,0.5,1.826225,1.883493,0.634186,-0.39072704,3.846199,0.5606004,0.053562023,0.375,0.2,7.039982,0.398004,True,Left vs Right,Left,Right
ARHGEF28,0.9272,0.07279999999999998,2.544453210245434,1.9184e-06,7.0034653e-06,1e-07,0.5,-1.8251638,-1.8942909,0.9588463,-4.739173,1.9476795,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
IGHA1,0.9882,0.011800000000000033,4.427784737602169,0.00027422252,0.0009408186,1e-07,0.5,-1.8248928,-1.8303065,0.57373005,-3.994381,0.4827757,0.11989799,0.68538755,0.125,0.7999999999999999,1.1897366,5.075951,True,Left vs Right,Left,Right
SOX6,0.931,0.06899999999999995,2.6021526384934215,2.832973e-05,8.358311e-06,1e-07,0.5,1.8216088,1.8220696,0.99222434,-2.7207403,5.877323,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
TNFSF15,0.9694,0.03059999999999996,3.4556769979712687,4.893084e-06,2.0122434e-05,1e-07,0.5,-1.8215797,-2.0682945,1.3461869,-4.768771,4.7054405,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
ZNF597,0.9154,0.08460000000000001,2.3814267543282472,8.9114553e-07,3.3054314e-06,1e-07,0.5,-1.821286,-1.9222546,0.9020727,-4.798027,1.6011925,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
E2F8,0.9126,0.08740000000000003,2.345802282373046,2.493948e-07,9.107553e-07,1e-07,0.5,-1.8205162,-1.8764791,0.9191781,-4.757618,2.034504,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
COL9A3,0.9292,0.07079999999999997,2.5744648697155985,3.4503266e-06,9.735231e-07,1e-07,0.5,1.8193164,1.8416443,1.0485021,-2.5245953,4.9841022,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
MSC,0.9638,0.03620000000000001,3.2818244195070476,4.3121396e-05,1.2261476e-05,1e-07,0.5,1.8179533,1.8262448,0.7396826,-0.6465664,4.023141,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
FOXQ1,0.9206,0.07940000000000003,2.4505271480479554,4.801393e-07,1.731521e-06,1e-07,0.5,-1.8163162,-1.8702536,0.8641752,-4.44907,1.2607327,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
LINC00543,0.925,0.07499999999999996,2.5123055014536018,6.581138e-07,1.9748425e-07,1e-07,0.5,1.8154591,1.8357105,0.83312124,-1.0441475,4.666353,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
LAMC2,0.9346,0.06540000000000001,2.65959622959775,1.5269866e-06,5.515677e-06,1e-07,0.5,-1.813714,-1.7949114,0.91041774,-5.823351,1.4587021,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
CTXN1,0.9352,0.06479999999999997,2.669454663171554,2.1831902e-06,7.5946355e-06,1e-07,0.5,-1.8132676,-1.7983837,0.8859055,-5.168477,0.9720459,0.0,0.011949447,0.0,0.06666666666666667,0.0,0.084669486,True,Left vs Right,Left,Right
MTHFD1L,0.9952,0.0048000000000000265,5.334325730788133,8.9159e-06,3.1994285e-05,1e-07,0.5,-1.8124722,-1.7836099,0.55436665,-3.8218575,-0.13262177,0.0,0.088162854,0.0,0.3333333333333333,0.0,0.66575783,True,Left vs Right,Left,Right
SCRG1,0.9244,0.0756,2.503688473757443,1.1699579e-05,3.626978e-06,1e-07,0.5,1.8096125,1.8457661,1.0319009,-2.8524227,6.267126,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
SPINK4,0.9156,0.08440000000000003,2.3840120789148944,1.3867433e-05,4.7392437e-05,1e-07,0.5,-1.8068209,-1.8736749,1.0443866,-5.105747,2.5103416,0.0,0.012297726,0.0,0.06666666666666667,0.0,0.08841689,True,Left vs Right,Left,Right
DES,0.9212,0.07879999999999998,2.4587640550345577,3.7841193e-05,1.3651023e-05,1e-07,0.5,1.8058109,1.9199038,1.4053314,-4.6993,6.693511,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
NUP133,0.9946,0.00539999999999996,5.215939850914573,1.0220539e-05,3.5819317e-05,1e-07,0.5,-1.8031113,-1.828383,0.44080856,-3.1610518,-0.20430374,0.0,0.08885439,0.0,0.26666666666666666,0.0,0.6322804,True,Left vs Right,Left,Right
TJP3,0.9358,0.06420000000000003,2.679398422659016,9.4328254e-07,3.17083e-06,1e-07,0.5,-1.8022053,-1.8213825,0.8546991,-5.2226925,1.4691734,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
ARL5B,0.9574,0.04259999999999997,3.112366799386283,1.1532283e-05,4.568346e-05,1e-07,0.5,-1.8016279,-1.968049,1.1324311,-4.2966127,2.9488173,0.0,0.059325524,0.0,0.26666666666666666,0.0,0.4184239,True,Left vs Right,Left,Right
PSCA,0.9268,0.07320000000000004,2.5385422457687565,1.1021928e-06,4.0439418e-06,1e-07,0.5,-1.8013287,-1.911418,1.2531195,-6.1958847,3.8946724,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
FHOD3,0.9208,0.07920000000000005,2.4532664431847957,2.1410404e-05,5.7464295e-06,1e-07,0.5,1.8012006,1.8126278,0.9534645,-2.0064821,4.9767494,0.0,0.019833073,0.0,0.06666666666666667,0.0,0.14018002,True,Left vs Right,Left,Right
PITPNM3,0.9554,0.04459999999999997,3.0643960281814424,5.441517e-07,1.8801676e-06,1e-07,0.5,-1.8011742,-1.8046331,0.7115683,-4.250946,1.6899872,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
NANOS1,0.9186,0.08140000000000003,2.423475386919214,8.4309335e-07,3.0227434e-06,1e-07,0.5,-1.8010707,-1.7995739,0.93436265,-5.0368958,1.769144,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
ZNF433,0.9378,0.06220000000000003,2.713181556801915,4.7422996e-06,1.2910127e-06,1e-07,0.5,1.7998984,1.8315134,0.82786447,-1.0774746,4.569298,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
ARFGEF3,0.9144,0.08560000000000001,2.368582723446614,1.024386e-06,3.3042356e-06,1e-07,0.5,-1.799441,-1.8347988,0.94816905,-5.2413464,2.6249542,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
C1orf115,0.9762,0.023800000000000043,3.7139814928514396,3.7311775e-06,1.293305e-05,1e-07,0.5,-1.7977711,-1.802535,0.61980724,-3.6719007,0.21418,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
RHBDL2,0.9536,0.0464,3.0229446320482345,7.530105e-07,2.5640545e-06,1e-07,0.5,-1.7972825,-1.8085556,0.7572219,-4.7157345,0.8003197,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
MYO5B,0.9596,0.04039999999999999,3.167686508894722,1.5471314e-06,5.3107224e-06,1e-07,0.5,-1.7938414,-1.7998667,0.7225823,-4.879614,0.99539757,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
MTCL1,0.9378,0.06220000000000003,2.713181556801915,5.4725224e-06,1.8237946e-05,1e-07,0.5,-1.7930024,-1.8307095,0.81852186,-4.3033934,1.3032179,0.0,0.036107212,0.0,0.13333333333333333,0.0,0.2864705,True,Left vs Right,Left,Right
ELP5,0.9986,0.0013999999999999568,6.569874928627714,4.9358274e-05,1.4393348e-05,1e-07,0.5,1.7918801,1.8266606,0.36669195,0.41702938,2.9395285,0.0,0.010651365,0.0,0.06666666666666667,0.0,0.07528377,True,Left vs Right,Left,Right
NEBL,0.9566,0.043399999999999994,3.0929256701788073,8.5583525e-07,2.860157e-06,1e-07,0.5,-1.791123,-1.7904444,0.74882746,-4.7699223,1.1587105,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
NFKB1,0.9471999999999999,0.05280000000000007,2.886998894581035,4.155579e-05,0.00015184411,1e-07,0.5,-1.7890261,-1.8435864,0.70859885,-3.968832,1.1922512,0.14021379,0.35793525,0.125,0.7999999999999999,1.4053824,2.7607508,True,Left vs Right,Left,Right
ARHGEF35,0.9502,0.049799999999999955,2.948657314443122,1.869137e-06,6.596397e-06,1e-07,0.5,-1.7884922,-1.8273888,0.821384,-4.9304504,1.3579521,0.0,0.011949447,0.0,0.06666666666666667,0.0,0.084669486,True,Left vs Right,Left,Right
ZNF48,0.9773999999999999,0.022600000000000064,3.766945646311259,8.2033796e-07,2.825916e-06,1e-07,0.5,-1.7880412,-1.7967253,0.6292398,-3.829628,0.6253948,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
HAS2,0.9514,0.04859999999999998,2.974310857841264,2.7725131e-05,0.000107404696,1e-07,0.5,-1.787654,-1.9031725,1.0324671,-4.4589596,2.832347,0.0,0.17198506,0.0,0.39999999999999997,0.0,1.2442921,True,Left vs Right,Left,Right
ZNF665,0.9704,0.02959999999999996,3.4899336687670752,6.817068e-06,2.0741545e-06,1e-07,0.5,1.7835512,1.7414083,0.74877375,-0.31248856,5.319687,0.14229724,0.0,0.125,0.0,1.3492198,0.0,True,Left vs Right,Left,Right
TCAF2,0.9428,0.05720000000000003,2.8023001084577674,1.2258268e-06,4.3404366e-06,1e-07,0.5,-1.7829598,-1.8499165,0.74975055,-3.914631,0.8322563,0.0,0.012547174,0.0,0.06666666666666667,0.0,0.08457825,True,Left vs Right,Left,Right
DSCC1,0.978,0.02200000000000002,3.794466772356098,1.3303368e-06,4.5694874e-06,1e-07,0.5,-1.7810823,-1.781642,0.61075795,-3.922762,0.33327103,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
RAP1GAP,0.9312,0.06879999999999997,2.6052701974278807,1.5433751e-06,5.0998287e-06,1e-07,0.5,-1.7807146,-1.7941351,0.8822531,-5.419857,2.739849,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
ABI3BP,0.9249999999999999,0.07500000000000007,2.5123055014536004,0.00058714696,0.00016509909,1e-07,0.5,1.7802566,1.7841535,0.8841775,-1.642643,4.7498217,0.32184142,0.69670945,0.25,0.8666666666666666,3.9496253,5.162535,True,Left vs Right,Left,Right
MFAP4,0.948,0.052000000000000046,2.903110601914443,0.0013498932,0.0004106772,1e-07,0.5,1.7793281,1.7500372,0.85771227,-1.4926424,4.7766294,1.4419124,0.7250643,0.75,0.9333333333333332,16.015957,5.46383,True,Left vs Right,Left,Right
MYLPF,0.9232,0.07679999999999998,2.486641136223773,5.8430254e-07,2.0082375e-06,1e-07,0.5,-1.7786676,-1.8123913,0.85338694,-4.8367558,1.2384129,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
MMP19,0.9596,0.04039999999999999,3.167686508894722,1.4383215e-05,5.2960157e-05,1e-07,0.5,-1.7776506,-1.8458228,1.0532722,-4.999483,2.9196053,0.0,0.16934638,0.0,0.39999999999999997,0.0,1.1892844,True,Left vs Right,Left,Right
TRERF1,0.9596,0.04039999999999999,3.167686508894722,1.4567235e-05,5.161572e-05,1e-07,0.5,-1.769899,-1.8609934,0.8100744,-3.7231064,1.9162083,0.0,0.076453805,0.0,0.2,0.0,0.5394457,True,Left vs Right,Left,Right
SHROOM2,0.937,0.06299999999999994,2.699548407789103,1.974239e-07,6.92038e-07,1e-07,0.5,-1.7690579,-1.729023,0.7559206,-4.946249,0.5175457,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
NPR1,0.9232,0.07679999999999998,2.486641136223773,4.878361e-05,1.5119998e-05,1e-07,0.5,1.7673373,1.7397113,0.960467,-1.1303844,5.3090715,0.15496415,0.069298565,0.125,0.26666666666666666,1.7460774,0.5263098,True,Left vs Right,Left,Right
YOD1,0.9266000000000001,0.07339999999999991,2.53559791191445,1.8454087e-06,6.5299096e-06,1e-07,0.5,-1.7637358,-1.8987246,1.0019904,-4.40168,2.2079105,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
SERPINF1,0.9534,0.046599999999999975,3.0184337975356508,0.0022107717,0.00066270464,1e-07,0.5,1.7635205,1.7148309,0.8247045,-0.93798447,5.472081,2.3663454,1.2902974,1.0,0.9333333333333332,26.581612,9.567655,True,Left vs Right,Left,Right
GYG2,0.967,0.03300000000000003,3.377690641297818,4.901075e-07,1.6642701e-06,1e-07,0.5,-1.7617108,-1.7983017,0.57233673,-3.8139076,0.56420326,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
SLC24A1,0.9804,0.01959999999999995,3.9124305854134556,1.0753856e-06,3.5779797e-06,1e-07,0.5,-1.760224,-1.7681065,0.60132366,-3.732006,0.1784172,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
REPS2,0.9518,0.04820000000000002,2.982995710668006,1.2280959e-06,4.2790134e-06,1e-07,0.5,-1.7577128,-1.8544359,0.8399219,-4.146221,2.0604973,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
KALRN,0.9524,0.047599999999999976,2.996152153791112,4.478371e-06,1.5510672e-05,1e-07,0.5,-1.75684,-1.8247147,0.66104907,-3.6859093,0.69833565,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
PROX1,0.9231999999999999,0.07680000000000009,2.4866411362237715,3.0019514e-06,1.0542598e-05,1e-07,0.5,-1.7550789,-1.7604284,0.8951006,-4.553526,1.4722996,0.0,0.02379216,0.0,0.06666666666666667,0.0,0.18426503,True,Left vs Right,Left,Right
SH3RF2,0.9470000000000001,0.052999999999999936,2.8830070015143923,1.778092e-06,6.2625536e-06,1e-07,0.5,-1.7547898,-1.8405857,0.93312544,-4.212063,2.9051266,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
C2orf72,0.9556,0.044399999999999995,3.0690997312529054,7.894485e-07,2.7666715e-06,1e-07,0.5,-1.7544392,-1.8591785,0.9730015,-4.4389935,2.498354,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
RNASE4,0.9732,0.026800000000000046,3.592187360533676,8.743882e-05,2.543877e-05,1e-07,0.5,1.7536808,1.7641702,0.63768715,-0.6029711,4.276536,0.18048596,0.09348668,0.125,0.39999999999999997,2.1544583,0.67211014,True,Left vs Right,Left,Right
LRRC49,0.9798,0.020199999999999996,3.8816653799540974,4.318576e-06,1.4681297e-05,1e-07,0.5,-1.7526529,-1.7769051,0.59769523,-3.839386,0.3326378,0.0,0.048104666,0.0,0.2,0.0,0.35745263,True,Left vs Right,Left,Right
AC058791.1,0.9184,0.0816,2.42080365193473,1.5245006e-06,5.9383187e-06,1e-07,0.5,-1.751857,-1.9506464,1.5098913,-5.6097183,3.8359756,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
ZNF316,0.9726,0.02739999999999998,3.569429529893944,6.0625503e-06,2.0560674e-05,1e-07,0.5,-1.751417,-1.7781806,0.4963614,-3.3092375,0.39602852,0.0,0.01654916,0.0,0.06666666666666667,0.0,0.11771,True,Left vs Right,Left,Right
KCTD12,0.9454,0.05459999999999998,2.8515740630356436,0.00010409254,0.0003599636,1e-07,0.5,-1.7503031,-1.7967634,0.7387464,-3.7724018,1.0807695,0.0,0.34157985,0.0,0.6666666666666666,0.0,2.604446,True,Left vs Right,Left,Right
PLEKHF1,0.9755999999999999,0.02440000000000009,3.688469134456726,3.0167645e-05,9.196532e-06,1e-07,0.5,1.7502041,1.7365599,0.63623106,-0.7208271,4.3836336,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
ZNF347,0.9461999999999999,0.05380000000000007,2.867180320724309,3.418817e-06,1.1804574e-05,1e-07,0.5,-1.7478914,-1.7832375,0.73007417,-4.0233593,1.2361984,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
HIST1H2BE,0.9318,0.06820000000000004,2.6146734986376408,1.7872829e-06,4.945327e-07,1e-07,0.5,1.7469807,1.6164865,0.89086026,-0.47021294,5.2078056,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
PTPN20,0.9541999999999999,0.04580000000000006,3.0365889941012614,3.7299074e-07,1.2454921e-06,1e-07,0.5,-1.7436839,-1.7568579,0.66928184,-4.0872498,1.0055866,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
SNN,0.9835999999999999,0.01640000000000008,4.093937375922703,5.256438e-06,1.7368884e-05,1e-07,0.5,-1.7436389,-1.7546744,0.56882334,-3.7938995,0.7653675,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
ATP11C,0.9471999999999999,0.05280000000000007,2.886998894581035,1.0458059e-05,3.555753e-05,1e-07,0.5,-1.7410855,-1.7674193,0.73873144,-3.7599,1.1970768,0.0,0.08549127,0.0,0.3333333333333333,0.0,0.61895645,True,Left vs Right,Left,Right
ARL14,0.9219999999999999,0.07800000000000007,2.469836279507868,1.1191837e-06,3.9032543e-06,1e-07,0.5,-1.7391318,-1.7466354,0.9535126,-6.0568924,2.436037,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
RALGAPA2,0.945,0.05500000000000005,2.843851571025116,5.8847572e-06,1.9880197e-05,1e-07,0.5,-1.7387053,-1.793428,0.6931201,-4.3680696,1.1250057,0.0,0.01654916,0.0,0.06666666666666667,0.0,0.11771,True,Left vs Right,Left,Right
